店舗CD,店舗,グループCD,グループ,9時迄売上高,10時迄売上高,11時迄売上高,12時迄売上高,13時迄売上高,14時迄売上高,15時迄売上高,16時迄売上高,17時迄売上高
0000024500,那珂町　　　　, ,那珂町　　　　計,150.0,215.0,350.0,556.0,736.0,863.0,1047.0,1203.0,1424.0
"","",211,グロサリー,81.0,116.0,194.0,300.0,388.0,456.0,560.0,639.0,744.0
"","",214,リカー,20.0,30.0,42.0,70.0,94.0,107.0,128.0,149.0,190.0
"","",221,デイリーフーズ,49.0,69.0,114.0,186.0,254.0,301.0,358.0,415.0,490.0
0000025310,松任, ,松任計,41.0,175.0,466.0,851.0,1168.0,1501.0,1867.0,2185.0,2539.0
"","",211,グロサリー,20.0,106.0,235.0,390.0,535.0,656.0,817.0,965.0,1112.0
"","",214,リカー,5.0,16.0,73.0,133.0,189.0,275.0,349.0,403.0,479.0
"","",221,デイリーフーズ,16.0,53.0,157.0,328.0,444.0,570.0,701.0,818.0,949.0
0000030080,ＦＦ鶴田, ,ＦＦ鶴田計,13.0,30.0,61.0,92.0,133.0,147.0,175.0,203.0,277.0
"","",211,グロサリー,6.0,12.0,23.0,38.0,56.0,63.0,81.0,99.0,144.0
"","",214,リカー,2.0,6.0,17.0,18.0,27.0,29.0,29.0,32.0,39.0
"","",221,デイリーフーズ,5.0,12.0,21.0,36.0,50.0,56.0,64.0,72.0,93.0
0000031130,相模原, ,相模原計,153.0,584.0,1385.0,2340.0,3274.0,4032.0,5032.0,5931.0,7095.0
"","",211,グロサリー,70.0,265.0,642.0,1073.0,1496.0,1854.0,2295.0,2714.0,3245.0
"","",214,リカー,15.0,75.0,179.0,311.0,423.0,523.0,695.0,828.0,1019.0
"","",221,デイリーフーズ,68.0,244.0,564.0,955.0,1355.0,1656.0,2041.0,2388.0,2831.0
0000031260,北戸田, ,北戸田計,275.0,801.0,1662.0,2745.0,3844.0,4723.0,5926.0,7218.0,8558.0
"","",211,グロサリー,130.0,377.0,781.0,1291.0,1793.0,2215.0,2802.0,3443.0,4094.0
"","",214,リカー,56.0,151.0,312.0,480.0,637.0,793.0,977.0,1159.0,1354.0
"","",221,デイリーフーズ,89.0,272.0,569.0,974.0,1414.0,1714.0,2146.0,2615.0,3110.0
0000031760,検見川浜, ,検見川浜計,136.0,368.0,752.0,1277.0,1742.0,2127.0,2609.0,3143.0,3707.0
"","",211,グロサリー,61.0,174.0,336.0,551.0,736.0,912.0,1128.0,1349.0,1586.0
"","",214,リカー,21.0,48.0,87.0,171.0,230.0,266.0,323.0,385.0,458.0
"","",221,デイリーフーズ,55.0,147.0,329.0,555.0,776.0,949.0,1159.0,1408.0,1663.0
0000050440,横浜瀬谷, ,横浜瀬谷計,4.0,69.0,220.0,375.0,510.0,612.0,734.0,874.0,1054.0
"","",211,グロサリー,3.0,23.0,76.0,126.0,178.0,209.0,254.0,305.0,361.0
"","",214,リカー,0.0,15.0,34.0,62.0,72.0,82.0,95.0,114.0,135.0
"","",221,デイリーフーズ,2.0,31.0,110.0,187.0,259.0,321.0,384.0,455.0,558.0
0000051480,ふじみ野, ,ふじみ野計,52.0,175.0,447.0,883.0,1288.0,1776.0,2132.0,2699.0,3167.0
"","",211,グロサリー,31.0,90.0,203.0,413.0,585.0,824.0,997.0,1259.0,1444.0
"","",214,リカー,3.0,8.0,22.0,38.0,64.0,106.0,125.0,172.0,208.0
"","",221,デイリーフーズ,18.0,77.0,222.0,432.0,639.0,846.0,1010.0,1267.0,1515.0
0000093970,有明ガーデン, ,有明ガーデン計,23.0,83.0,211.0,408.0,634.0,949.0,1301.0,1678.0,2227.0
"","",211,グロサリー,15.0,45.0,97.0,170.0,268.0,383.0,510.0,649.0,859.0
"","",214,リカー,3.0,8.0,28.0,52.0,87.0,162.0,237.0,303.0,388.0
"","",221,デイリーフーズ,5.0,30.0,87.0,186.0,279.0,404.0,554.0,726.0,980.0
0000006920,大網白里　　　　　, ,大網白里　　　　　計,29.0,136.0,453.0,782.0,990.0,1208.0,1508.0,1797.0,2160.0
"","",211,グロサリー,13.0,57.0,222.0,385.0,484.0,587.0,717.0,866.0,1034.0
"","",214,リカー,2.0,17.0,43.0,68.0,97.0,125.0,172.0,192.0,237.0
"","",221,デイリーフーズ,14.0,62.0,188.0,329.0,410.0,497.0,619.0,738.0,889.0
0000009490,新潟東, ,新潟東計,109.0,267.0,657.0,1087.0,1468.0,1769.0,2157.0,2550.0,2955.0
"","",211,グロサリー,50.0,141.0,340.0,561.0,740.0,880.0,1067.0,1261.0,1463.0
"","",214,リカー,22.0,41.0,82.0,129.0,199.0,232.0,279.0,332.0,370.0
"","",221,デイリーフーズ,37.0,84.0,235.0,396.0,529.0,657.0,810.0,958.0,1122.0
0000024570,東海　　　　　　　, ,東海　　　　　　　計,43.0,149.0,374.0,696.0,935.0,1257.0,1534.0,1831.0,2092.0
"","",211,グロサリー,23.0,77.0,202.0,372.0,509.0,678.0,808.0,959.0,1096.0
"","",214,リカー,5.0,13.0,28.0,51.0,66.0,92.0,131.0,171.0,200.0
"","",221,デイリーフーズ,15.0,59.0,143.0,273.0,360.0,488.0,594.0,701.0,796.0
0000025320,加賀の里, ,加賀の里計,185.0,347.0,657.0,1058.0,1356.0,1568.0,1903.0,2243.0,2655.0
"","",211,グロサリー,75.0,146.0,269.0,448.0,575.0,669.0,820.0,967.0,1153.0
"","",214,リカー,39.0,58.0,122.0,172.0,206.0,235.0,292.0,337.0,394.0
"","",221,デイリーフーズ,71.0,144.0,267.0,439.0,574.0,664.0,791.0,939.0,1108.0
0000031140,秦野, ,秦野計,194.0,637.0,1624.0,2747.0,3561.0,4512.0,5351.0,6323.0,7223.0
"","",211,グロサリー,86.0,321.0,832.0,1425.0,1853.0,2325.0,2737.0,3234.0,3701.0
"","",214,リカー,22.0,70.0,170.0,296.0,389.0,502.0,609.0,747.0,853.0
"","",221,デイリーフーズ,86.0,246.0,622.0,1026.0,1319.0,1685.0,2005.0,2341.0,2669.0
0000032020,鎌ケ谷, ,鎌ケ谷計,120.0,434.0,1039.0,1859.0,2718.0,3378.0,4205.0,5024.0,5879.0
"","",211,グロサリー,49.0,214.0,478.0,869.0,1302.0,1609.0,1992.0,2382.0,2747.0
"","",214,リカー,38.0,78.0,192.0,294.0,404.0,486.0,621.0,745.0,898.0
"","",221,デイリーフーズ,34.0,141.0,369.0,695.0,1013.0,1283.0,1592.0,1897.0,2235.0
0000032270,新井宿駅前, ,新井宿駅前計,57.0,95.0,169.0,269.0,361.0,467.0,595.0,712.0,851.0
"","",211,グロサリー,26.0,44.0,71.0,104.0,143.0,186.0,229.0,276.0,331.0
"","",214,リカー,11.0,19.0,32.0,70.0,80.0,94.0,108.0,132.0,158.0
"","",221,デイリーフーズ,19.0,32.0,66.0,95.0,138.0,188.0,257.0,304.0,361.0
0000035660,高崎駅前, ,高崎駅前計,72.0,151.0,304.0,516.0,715.0,932.0,1156.0,1413.0,1726.0
"","",211,グロサリー,38.0,83.0,144.0,232.0,314.0,400.0,492.0,601.0,715.0
"","",214,リカー,5.0,10.0,23.0,52.0,92.0,139.0,172.0,214.0,285.0
"","",221,デイリーフーズ,29.0,58.0,138.0,233.0,308.0,393.0,492.0,598.0,727.0
0000051540,横浜和田町, ,横浜和田町計,0.0,74.0,180.0,347.0,489.0,593.0,760.0,895.0,1076.0
"","",211,グロサリー,0.0,35.0,82.0,151.0,215.0,268.0,341.0,395.0,481.0
"","",214,リカー,0.0,15.0,28.0,51.0,66.0,81.0,104.0,126.0,163.0
"","",221,デイリーフーズ,0.0,25.0,70.0,145.0,208.0,244.0,314.0,373.0,432.0
0000060290,石和, ,石和計,0.0,1.0,2.0,7.0,11.0,15.0,19.0,25.0,36.0
"","",211,グロサリー,0.0,1.0,1.0,4.0,6.0,8.0,9.0,9.0,10.0
"","",214,リカー,0.0,0.0,2.0,4.0,5.0,6.0,10.0,16.0,26.0
0000006930,鴨川　　　　　　　, ,鴨川　　　　　　　計,37.0,153.0,429.0,751.0,975.0,1172.0,1476.0,1705.0,2007.0
"","",211,グロサリー,13.0,69.0,209.0,341.0,449.0,551.0,662.0,770.0,880.0
"","",214,リカー,9.0,16.0,57.0,94.0,126.0,147.0,226.0,262.0,329.0
"","",221,デイリーフーズ,15.0,68.0,163.0,316.0,400.0,474.0,588.0,673.0,797.0
0000009500,村上東, ,村上東計,69.0,146.0,346.0,555.0,721.0,887.0,1096.0,1294.0,1474.0
"","",211,グロサリー,23.0,62.0,169.0,286.0,367.0,449.0,554.0,651.0,726.0
"","",214,リカー,23.0,30.0,59.0,71.0,90.0,118.0,142.0,165.0,207.0
"","",221,デイリーフーズ,23.0,54.0,119.0,198.0,264.0,320.0,400.0,477.0,541.0
0000024580,鹿嶋　　　　　　　, ,鹿嶋　　　　　　　計,114.0,189.0,357.0,644.0,886.0,1192.0,1518.0,1780.0,2046.0
"","",211,グロサリー,54.0,85.0,166.0,304.0,421.0,589.0,750.0,862.0,977.0
"","",214,リカー,17.0,28.0,37.0,59.0,76.0,101.0,135.0,170.0,204.0
"","",221,デイリーフーズ,43.0,75.0,154.0,282.0,389.0,501.0,632.0,748.0,865.0
0000036140,野々市南, ,野々市南計,188.0,271.0,413.0,631.0,797.0,939.0,1121.0,1320.0,1571.0
"","",211,グロサリー,91.0,133.0,197.0,289.0,368.0,439.0,529.0,610.0,723.0
"","",214,リカー,30.0,40.0,59.0,100.0,123.0,144.0,176.0,209.0,242.0
"","",221,デイリーフーズ,67.0,98.0,157.0,242.0,305.0,357.0,416.0,501.0,606.0
0000050570,幕張ベイパーク, ,幕張ベイパーク計,0.0,105.0,260.0,509.0,782.0,1010.0,1271.0,1575.0,1980.0
"","",211,グロサリー,0.0,38.0,93.0,196.0,320.0,417.0,524.0,647.0,804.0
"","",214,リカー,0.0,14.0,39.0,73.0,105.0,128.0,163.0,200.0,255.0
"","",221,デイリーフーズ,0.0,54.0,128.0,240.0,357.0,464.0,585.0,728.0,921.0
0000052640,川口, ,川口計,81.0,230.0,632.0,1243.0,1942.0,2602.0,3435.0,4226.0,5207.0
"","",211,グロサリー,41.0,118.0,309.0,580.0,884.0,1197.0,1547.0,1894.0,2323.0
"","",214,リカー,16.0,35.0,74.0,131.0,239.0,323.0,390.0,462.0,575.0
"","",221,デイリーフーズ,25.0,77.0,249.0,531.0,818.0,1082.0,1498.0,1870.0,2310.0
0000060230,北浦和, ,北浦和計,108.0,348.0,834.0,1448.0,2021.0,2519.0,3107.0,3677.0,4251.0
"","",211,グロサリー,47.0,175.0,419.0,698.0,962.0,1225.0,1503.0,1769.0,2017.0
"","",214,リカー,22.0,41.0,85.0,146.0,198.0,238.0,306.0,367.0,461.0
"","",221,デイリーフーズ,38.0,133.0,330.0,605.0,862.0,1056.0,1298.0,1541.0,1772.0
0000805350,大月, ,大月計,0.0,95.0,219.0,431.0,553.0,708.0,886.0,1037.0,1206.0
"","",211,グロサリー,0.0,54.0,112.0,211.0,265.0,339.0,428.0,494.0,571.0
"","",214,リカー,0.0,16.0,32.0,53.0,70.0,104.0,133.0,149.0,170.0
"","",221,デイリーフーズ,0.0,25.0,74.0,167.0,218.0,265.0,326.0,394.0,465.0
0000805860,練馬, ,練馬計,0.0,207.0,708.0,1491.0,2082.0,2723.0,3442.0,4157.0,5057.0
"","",211,グロサリー,0.0,105.0,346.0,705.0,958.0,1257.0,1581.0,1892.0,2295.0
"","",214,リカー,0.0,26.0,77.0,181.0,282.0,393.0,510.0,626.0,771.0
"","",221,デイリーフーズ,0.0,76.0,286.0,606.0,841.0,1072.0,1351.0,1639.0,1991.0
0000006950,旭　　　　　　　　, ,旭　　　　　　　　計,27.0,68.0,217.0,429.0,657.0,820.0,1001.0,1199.0,1413.0
"","",211,グロサリー,12.0,31.0,102.0,203.0,315.0,399.0,486.0,579.0,689.0
"","",214,リカー,6.0,10.0,26.0,42.0,67.0,82.0,101.0,122.0,149.0
"","",221,デイリーフーズ,9.0,27.0,90.0,184.0,275.0,340.0,414.0,497.0,575.0
0000009560,十日町, ,十日町計,51.0,167.0,311.0,525.0,656.0,802.0,953.0,1157.0,1371.0
"","",211,グロサリー,23.0,75.0,140.0,223.0,272.0,344.0,421.0,501.0,604.0
"","",214,リカー,14.0,42.0,63.0,111.0,135.0,168.0,190.0,237.0,274.0
"","",221,デイリーフーズ,14.0,50.0,109.0,192.0,249.0,290.0,342.0,419.0,494.0
0000031890,水戸下市, ,水戸下市計,36.0,102.0,268.0,428.0,556.0,682.0,838.0,971.0,1139.0
"","",211,グロサリー,13.0,51.0,137.0,223.0,289.0,347.0,428.0,483.0,560.0
"","",214,リカー,6.0,11.0,28.0,38.0,48.0,70.0,90.0,108.0,125.0
"","",221,デイリーフーズ,17.0,40.0,104.0,168.0,219.0,265.0,319.0,380.0,455.0
0000041940,座間, ,座間計,97.0,375.0,929.0,1811.0,2646.0,3494.0,4337.0,5447.0,6525.0
"","",211,グロサリー,36.0,164.0,430.0,828.0,1230.0,1668.0,2054.0,2545.0,3043.0
"","",214,リカー,30.0,61.0,139.0,260.0,363.0,469.0,630.0,829.0,1009.0
"","",221,デイリーフーズ,32.0,150.0,360.0,723.0,1053.0,1356.0,1653.0,2073.0,2473.0
0000052160,千葉みなと, ,千葉みなと計,0.0,63.0,228.0,453.0,670.0,842.0,1056.0,1239.0,1541.0
"","",211,グロサリー,0.0,27.0,94.0,196.0,299.0,379.0,465.0,546.0,679.0
"","",214,リカー,0.0,10.0,34.0,70.0,96.0,124.0,161.0,193.0,236.0
"","",221,デイリーフーズ,0.0,27.0,100.0,188.0,275.0,339.0,430.0,500.0,626.0
0000058040,金沢, ,金沢計,69.0,204.0,464.0,779.0,1062.0,1314.0,1611.0,1943.0,2330.0
"","",211,グロサリー,37.0,117.0,233.0,371.0,499.0,624.0,773.0,930.0,1090.0
"","",214,リカー,9.0,23.0,82.0,124.0,168.0,210.0,260.0,320.0,393.0
"","",221,デイリーフーズ,23.0,64.0,149.0,284.0,395.0,479.0,578.0,692.0,847.0
0000060270,せんげん台, ,せんげん台計,125.0,366.0,761.0,1303.0,1778.0,2179.0,2588.0,3089.0,3570.0
"","",211,グロサリー,48.0,156.0,319.0,570.0,776.0,952.0,1151.0,1363.0,1567.0
"","",214,リカー,32.0,64.0,116.0,175.0,230.0,276.0,323.0,415.0,485.0
"","",221,デイリーフーズ,44.0,147.0,326.0,558.0,772.0,951.0,1114.0,1311.0,1518.0
0000060380,新座, ,新座計,66.0,162.0,373.0,689.0,1017.0,1299.0,1659.0,1955.0,2367.0
"","",211,グロサリー,27.0,73.0,181.0,327.0,484.0,620.0,791.0,920.0,1099.0
"","",214,リカー,13.0,22.0,41.0,68.0,101.0,145.0,189.0,217.0,273.0
"","",221,デイリーフーズ,26.0,67.0,151.0,294.0,432.0,535.0,679.0,817.0,995.0
0000006070,東久留米, ,東久留米計,0.0,243.0,1005.0,1715.0,2683.0,3344.0,4293.0,5207.0,6413.0
"","",211,グロサリー,0.0,101.0,429.0,722.0,1169.0,1453.0,1864.0,2232.0,2733.0
"","",214,リカー,0.0,47.0,178.0,303.0,449.0,556.0,754.0,921.0,1140.0
"","",221,デイリーフーズ,0.0,94.0,398.0,689.0,1065.0,1335.0,1674.0,2054.0,2540.0
0000009570,白根, ,白根計,184.0,300.0,533.0,821.0,1049.0,1240.0,1452.0,1672.0,1895.0
"","",211,グロサリー,82.0,147.0,252.0,363.0,462.0,548.0,639.0,737.0,814.0
"","",214,リカー,48.0,63.0,92.0,148.0,188.0,219.0,245.0,271.0,314.0
"","",221,デイリーフーズ,54.0,90.0,189.0,310.0,399.0,473.0,568.0,664.0,768.0
0000017870,千葉ニュータウン, ,千葉ニュータウン計,63.0,224.0,573.0,1132.0,1663.0,2176.0,2796.0,3489.0,4171.0
"","",211,グロサリー,34.0,118.0,299.0,548.0,799.0,1051.0,1348.0,1710.0,2058.0
"","",214,リカー,1.0,15.0,60.0,115.0,175.0,242.0,347.0,414.0,493.0
"","",221,デイリーフーズ,28.0,92.0,214.0,469.0,689.0,882.0,1101.0,1365.0,1620.0
0000031200,東雲, ,東雲計,723.0,1207.0,1986.0,3156.0,4183.0,5168.0,6085.0,7204.0,8595.0
"","",211,グロサリー,300.0,517.0,833.0,1333.0,1793.0,2202.0,2604.0,3062.0,3648.0
"","",214,リカー,136.0,222.0,368.0,575.0,758.0,978.0,1155.0,1358.0,1603.0
"","",221,デイリーフーズ,287.0,468.0,785.0,1248.0,1632.0,1988.0,2325.0,2784.0,3344.0
0000032250,佐野新都市, ,佐野新都市計,146.0,331.0,678.0,1041.0,1424.0,1768.0,2192.0,2639.0,3161.0
"","",211,グロサリー,76.0,171.0,329.0,501.0,709.0,887.0,1119.0,1340.0,1586.0
"","",214,リカー,11.0,25.0,87.0,129.0,168.0,203.0,245.0,283.0,358.0
"","",221,デイリーフーズ,59.0,135.0,262.0,411.0,547.0,678.0,828.0,1017.0,1217.0
0000041960,つきみ野, ,つきみ野計,0.0,81.0,205.0,331.0,459.0,583.0,688.0,820.0,1013.0
"","",211,グロサリー,0.0,29.0,86.0,149.0,209.0,263.0,310.0,365.0,442.0
"","",214,リカー,0.0,11.0,19.0,31.0,41.0,51.0,65.0,84.0,112.0
"","",221,デイリーフーズ,0.0,40.0,100.0,151.0,210.0,269.0,313.0,371.0,459.0
0000060350,東神奈川, ,東神奈川計,222.0,606.0,1146.0,1714.0,2337.0,2917.0,3532.0,4182.0,4867.0
"","",211,グロサリー,96.0,268.0,498.0,757.0,1043.0,1328.0,1629.0,1913.0,2239.0
"","",214,リカー,29.0,85.0,162.0,225.0,302.0,378.0,447.0,537.0,616.0
"","",221,デイリーフーズ,97.0,253.0,486.0,732.0,992.0,1211.0,1457.0,1732.0,2012.0
0000060390,北小金, ,北小金計,44.0,215.0,554.0,945.0,1346.0,1698.0,2115.0,2457.0,2948.0
"","",211,グロサリー,22.0,107.0,264.0,444.0,619.0,783.0,961.0,1108.0,1315.0
"","",214,リカー,5.0,25.0,74.0,103.0,150.0,204.0,267.0,318.0,398.0
"","",221,デイリーフーズ,17.0,82.0,216.0,398.0,577.0,712.0,886.0,1031.0,1236.0
0000060460,古河　　　　　　　, ,古河　　　　　　　計,96.0,236.0,468.0,797.0,1151.0,1522.0,1839.0,2246.0,2625.0
"","",211,グロサリー,56.0,138.0,243.0,401.0,573.0,785.0,930.0,1139.0,1318.0
"","",214,リカー,10.0,21.0,44.0,79.0,124.0,164.0,193.0,236.0,277.0
"","",221,デイリーフーズ,30.0,76.0,181.0,318.0,454.0,573.0,715.0,871.0,1030.0
0000060470,大井, ,大井計,125.0,364.0,811.0,1335.0,1827.0,2310.0,2757.0,3379.0,3961.0
"","",211,グロサリー,59.0,201.0,425.0,670.0,891.0,1140.0,1348.0,1602.0,1870.0
"","",214,リカー,18.0,36.0,96.0,164.0,245.0,302.0,373.0,492.0,577.0
"","",221,デイリーフーズ,49.0,127.0,290.0,502.0,691.0,868.0,1036.0,1285.0,1513.0
0000803260,南越谷, ,南越谷計,70.0,167.0,357.0,693.0,929.0,1179.0,1433.0,1727.0,2061.0
"","",211,グロサリー,21.0,74.0,163.0,312.0,413.0,521.0,637.0,767.0,920.0
"","",214,リカー,28.0,34.0,50.0,100.0,119.0,156.0,192.0,229.0,274.0
"","",221,デイリーフーズ,21.0,60.0,144.0,281.0,398.0,502.0,604.0,731.0,867.0
0000009580,六日町, ,六日町計,52.0,146.0,340.0,580.0,800.0,982.0,1301.0,1572.0,1840.0
"","",211,グロサリー,23.0,72.0,168.0,283.0,379.0,472.0,615.0,738.0,851.0
"","",214,リカー,16.0,28.0,56.0,94.0,129.0,159.0,211.0,257.0,318.0
"","",221,デイリーフーズ,13.0,46.0,116.0,203.0,292.0,352.0,475.0,577.0,671.0
0000024490,館山　　　　　　　, ,館山　　　　　　　計,56.0,241.0,600.0,1194.0,1640.0,2071.0,2576.0,3160.0,3664.0
"","",211,グロサリー,24.0,115.0,294.0,546.0,754.0,968.0,1211.0,1473.0,1707.0
"","",214,リカー,11.0,40.0,81.0,216.0,282.0,372.0,460.0,580.0,664.0
"","",221,デイリーフーズ,21.0,86.0,225.0,432.0,605.0,731.0,906.0,1106.0,1293.0
0000032260,キッズ佐野新都市, ,キッズ佐野新都市計,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"","",211,グロサリー,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000060480,市川妙典, ,市川妙典計,115.0,361.0,971.0,1786.0,2688.0,3414.0,4230.0,5214.0,6195.0
"","",211,グロサリー,56.0,180.0,454.0,788.0,1164.0,1479.0,1842.0,2289.0,2697.0
"","",214,リカー,15.0,43.0,120.0,241.0,415.0,503.0,618.0,773.0,920.0
"","",221,デイリーフーズ,44.0,138.0,397.0,758.0,1109.0,1432.0,1769.0,2153.0,2578.0
0000060550,大宮, ,大宮計,105.0,269.0,617.0,1164.0,1627.0,2070.0,2539.0,2979.0,3446.0
"","",211,グロサリー,50.0,129.0,294.0,554.0,768.0,976.0,1187.0,1395.0,1605.0
"","",214,リカー,13.0,34.0,78.0,164.0,221.0,283.0,343.0,404.0,486.0
"","",221,デイリーフーズ,42.0,105.0,245.0,446.0,638.0,811.0,1009.0,1180.0,1355.0
0000063060,本牧, ,本牧計,170.0,457.0,1034.0,1631.0,2230.0,2727.0,3446.0,3982.0,4725.0
"","",211,グロサリー,68.0,205.0,510.0,810.0,1113.0,1380.0,1740.0,2012.0,2361.0
"","",214,リカー,45.0,95.0,162.0,241.0,333.0,400.0,517.0,585.0,705.0
"","",221,デイリーフーズ,56.0,157.0,362.0,581.0,783.0,946.0,1189.0,1385.0,1659.0
0000067320,高萩　　　　　　　, ,高萩　　　　　　　計,74.0,207.0,349.0,593.0,766.0,943.0,1155.0,1349.0,1563.0
"","",211,グロサリー,40.0,130.0,218.0,359.0,444.0,533.0,659.0,757.0,857.0
"","",214,リカー,10.0,19.0,31.0,56.0,82.0,110.0,131.0,163.0,197.0
"","",221,デイリーフーズ,24.0,58.0,100.0,179.0,240.0,300.0,365.0,430.0,509.0
0000009590,上越, ,上越計,83.0,182.0,420.0,784.0,1121.0,1448.0,1874.0,2258.0,2685.0
"","",211,グロサリー,47.0,105.0,219.0,408.0,596.0,764.0,1008.0,1219.0,1429.0
"","",214,リカー,16.0,28.0,82.0,129.0,160.0,221.0,263.0,314.0,388.0
"","",221,デイリーフーズ,20.0,49.0,120.0,247.0,365.0,463.0,602.0,725.0,868.0
0000031770,君津, ,君津計,102.0,253.0,532.0,827.0,1121.0,1393.0,1641.0,2003.0,2341.0
"","",211,グロサリー,46.0,115.0,226.0,357.0,480.0,617.0,715.0,882.0,1021.0
"","",214,リカー,20.0,37.0,89.0,121.0,156.0,181.0,222.0,261.0,320.0
"","",221,デイリーフーズ,36.0,101.0,216.0,348.0,485.0,595.0,705.0,859.0,999.0
0000060360,海老名, ,海老名計,77.0,322.0,757.0,1343.0,1944.0,2387.0,2992.0,3510.0,4146.0
"","",211,グロサリー,29.0,134.0,343.0,587.0,853.0,1034.0,1312.0,1549.0,1823.0
"","",214,リカー,12.0,39.0,72.0,146.0,218.0,263.0,332.0,380.0,450.0
"","",221,デイリーフーズ,36.0,148.0,343.0,610.0,873.0,1090.0,1348.0,1581.0,1873.0
0000082930,キッズノースポート, ,キッズノースポート計,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0
"","",211,グロサリー,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0
0000803780,東鷲宮, ,東鷲宮計,50.0,161.0,386.0,745.0,1041.0,1233.0,1481.0,1788.0,2038.0
"","",211,グロサリー,19.0,82.0,194.0,398.0,559.0,662.0,788.0,951.0,1082.0
"","",214,リカー,15.0,22.0,39.0,55.0,80.0,93.0,116.0,148.0,170.0
"","",221,デイリーフーズ,15.0,57.0,153.0,291.0,402.0,478.0,577.0,690.0,786.0
0000010020,小千谷, ,小千谷計,31.0,121.0,338.0,568.0,724.0,887.0,1044.0,1295.0,1540.0
"","",211,グロサリー,17.0,58.0,168.0,294.0,370.0,448.0,530.0,661.0,784.0
"","",214,リカー,5.0,17.0,38.0,63.0,82.0,112.0,128.0,159.0,205.0
"","",221,デイリーフーズ,9.0,46.0,132.0,211.0,272.0,326.0,386.0,475.0,551.0
0000032100,浦和美園, ,浦和美園計,255.0,671.0,1397.0,2318.0,3362.0,4198.0,5113.0,6322.0,7550.0
"","",211,グロサリー,120.0,333.0,651.0,1087.0,1618.0,2012.0,2454.0,3027.0,3611.0
"","",214,リカー,25.0,97.0,234.0,351.0,449.0,564.0,672.0,828.0,985.0
"","",221,デイリーフーズ,110.0,241.0,512.0,879.0,1296.0,1622.0,1986.0,2466.0,2954.0
0000060410,湘南茅ヶ崎, ,湘南茅ヶ崎計,38.0,212.0,566.0,998.0,1350.0,1731.0,2283.0,2757.0,3314.0
"","",211,グロサリー,16.0,92.0,252.0,422.0,575.0,775.0,1032.0,1221.0,1446.0
"","",214,リカー,5.0,33.0,95.0,175.0,230.0,272.0,360.0,438.0,543.0
"","",221,デイリーフーズ,18.0,86.0,219.0,400.0,545.0,685.0,890.0,1098.0,1325.0
0000804250,横須賀, ,横須賀計,104.0,401.0,932.0,1623.0,2410.0,2968.0,3793.0,4588.0,5359.0
"","",211,グロサリー,53.0,187.0,418.0,709.0,1033.0,1270.0,1649.0,1977.0,2313.0
"","",214,リカー,10.0,44.0,117.0,211.0,322.0,403.0,504.0,639.0,749.0
"","",221,デイリーフーズ,41.0,170.0,397.0,703.0,1055.0,1295.0,1639.0,1972.0,2298.0
0000006660,津田沼, ,津田沼計,532.0,1018.0,1890.0,2948.0,4290.0,5315.0,6612.0,7880.0,9554.0
"","",211,グロサリー,286.0,519.0,927.0,1414.0,2072.0,2598.0,3266.0,3903.0,4748.0
"","",214,リカー,47.0,136.0,280.0,414.0,586.0,708.0,838.0,1009.0,1200.0
"","",221,デイリーフーズ,198.0,364.0,683.0,1120.0,1632.0,2009.0,2508.0,2968.0,3607.0
0000017300,水戸内原, ,水戸内原計,61.0,205.0,542.0,901.0,1367.0,1834.0,2284.0,2930.0,3540.0
"","",211,グロサリー,20.0,102.0,284.0,460.0,702.0,958.0,1219.0,1563.0,1878.0
"","",214,リカー,15.0,37.0,82.0,146.0,209.0,255.0,323.0,404.0,510.0
"","",221,デイリーフーズ,26.0,66.0,176.0,295.0,456.0,621.0,741.0,963.0,1152.0
0000017690,太田, ,太田計,53.0,201.0,523.0,994.0,1395.0,1794.0,2164.0,2608.0,3066.0
"","",211,グロサリー,29.0,101.0,274.0,530.0,748.0,963.0,1153.0,1381.0,1609.0
"","",214,リカー,6.0,18.0,74.0,122.0,160.0,203.0,251.0,301.0,334.0
"","",221,デイリーフーズ,18.0,83.0,175.0,343.0,487.0,628.0,760.0,926.0,1123.0
0000025300,杜の里, ,杜の里計,288.0,479.0,917.0,1494.0,2057.0,2528.0,3181.0,3781.0,4517.0
"","",211,グロサリー,133.0,237.0,427.0,683.0,954.0,1170.0,1506.0,1781.0,2114.0
"","",214,リカー,51.0,62.0,130.0,209.0,278.0,335.0,422.0,507.0,622.0
"","",221,デイリーフーズ,104.0,180.0,361.0,602.0,825.0,1023.0,1253.0,1494.0,1781.0
0000031150,中条, ,中条計,76.0,163.0,370.0,617.0,828.0,982.0,1248.0,1471.0,1745.0
"","",211,グロサリー,32.0,70.0,147.0,245.0,338.0,401.0,512.0,610.0,729.0
"","",214,リカー,13.0,31.0,68.0,112.0,137.0,166.0,213.0,239.0,299.0
"","",221,デイリーフーズ,30.0,62.0,154.0,260.0,353.0,416.0,524.0,621.0,718.0
0000041830,多摩平の森, ,多摩平の森計,80.0,310.0,785.0,1511.0,2286.0,2939.0,3743.0,4585.0,5627.0
