店舗CD,店舗,グループCD,グループ,9時迄売上高,10時迄売上高,11時迄売上高,12時迄売上高,13時迄売上高,14時迄売上高,15時迄売上高,16時迄売上高,17時迄売上高
0000805790,伊勢原, ,伊勢原計,23.0,100.0,241.0,415.0,599.0,753.0,906.0,1109.0,1246.0
"","",211,グロサリー,13.0,55.0,125.0,211.0,304.0,386.0,456.0,568.0,627.0
"","",214,リカー,1.0,7.0,28.0,51.0,77.0,91.0,121.0,134.0,145.0
"","",221,デイリーフーズ,9.0,38.0,88.0,154.0,219.0,276.0,329.0,407.0,474.0
0000806130,金沢八景, ,金沢八景計,0.0,234.0,649.0,1304.0,2041.0,2578.0,3318.0,3992.0,4790.0
"","",211,グロサリー,0.0,103.0,299.0,607.0,946.0,1188.0,1521.0,1841.0,2220.0
"","",214,リカー,0.0,36.0,96.0,175.0,261.0,315.0,437.0,519.0,615.0
"","",221,デイリーフーズ,0.0,95.0,254.0,522.0,834.0,1074.0,1361.0,1632.0,1954.0
0000005010,春日部, ,春日部計,57.0,189.0,434.0,895.0,1284.0,1715.0,2107.0,2656.0,3018.0
"","",211,グロサリー,31.0,101.0,235.0,464.0,676.0,895.0,1089.0,1384.0,1566.0
"","",214,リカー,8.0,20.0,45.0,92.0,118.0,158.0,197.0,249.0,291.0
"","",221,デイリーフーズ,18.0,67.0,154.0,339.0,490.0,661.0,820.0,1022.0,1161.0
0000032090,品川シーサイド, ,品川シーサイド計,120.0,287.0,694.0,1098.0,1790.0,2165.0,2749.0,3263.0,3955.0
"","",211,グロサリー,76.0,159.0,338.0,522.0,845.0,1012.0,1309.0,1553.0,1864.0
"","",214,リカー,2.0,13.0,70.0,120.0,224.0,263.0,340.0,410.0,535.0
"","",221,デイリーフーズ,43.0,115.0,286.0,456.0,721.0,890.0,1100.0,1300.0,1557.0
0000051140,キッズ太田, ,キッズ太田計,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"","",211,グロサリー,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000057810,県央, ,県央計,29.0,87.0,210.0,374.0,546.0,687.0,850.0,996.0,1123.0
"","",211,グロサリー,15.0,42.0,102.0,182.0,269.0,329.0,397.0,466.0,524.0
"","",214,リカー,6.0,20.0,36.0,48.0,68.0,84.0,101.0,116.0,128.0
"","",221,デイリーフーズ,9.0,25.0,72.0,144.0,209.0,274.0,351.0,415.0,470.0
0000803820,長浦, ,長浦計,45.0,123.0,289.0,492.0,661.0,865.0,1047.0,1221.0,1410.0
"","",211,グロサリー,22.0,59.0,138.0,233.0,312.0,413.0,504.0,583.0,667.0
"","",214,リカー,2.0,13.0,35.0,51.0,83.0,98.0,124.0,138.0,157.0
"","",221,デイリーフーズ,21.0,51.0,116.0,208.0,267.0,354.0,420.0,500.0,586.0
0000017860,茅ヶ崎中央, ,茅ヶ崎中央計,41.0,176.0,532.0,1050.0,1641.0,2043.0,2609.0,3103.0,3679.0
"","",211,グロサリー,25.0,92.0,253.0,501.0,772.0,954.0,1199.0,1422.0,1668.0
"","",214,リカー,0.0,14.0,50.0,103.0,159.0,209.0,303.0,355.0,435.0
"","",221,デイリーフーズ,16.0,70.0,229.0,446.0,710.0,880.0,1108.0,1326.0,1577.0
0000060590,新百合ヶ丘, ,新百合ヶ丘計,128.0,361.0,873.0,1522.0,2368.0,2956.0,3683.0,4351.0,5108.0
"","",211,グロサリー,66.0,166.0,391.0,670.0,1037.0,1281.0,1595.0,1882.0,2248.0
"","",214,リカー,10.0,46.0,95.0,161.0,280.0,358.0,448.0,524.0,607.0
"","",221,デイリーフーズ,53.0,149.0,387.0,691.0,1051.0,1318.0,1640.0,1945.0,2253.0
0000006620,入間, ,入間計,115.0,333.0,716.0,1327.0,1881.0,2295.0,2835.0,3395.0,3964.0
"","",211,グロサリー,49.0,161.0,348.0,648.0,938.0,1158.0,1439.0,1714.0,1990.0
"","",214,リカー,12.0,26.0,55.0,108.0,159.0,195.0,244.0,307.0,361.0
"","",221,デイリーフーズ,53.0,146.0,314.0,572.0,783.0,942.0,1152.0,1374.0,1613.0
0000041200,海浜幕張, ,海浜幕張計,23.0,69.0,228.0,371.0,764.0,931.0,1239.0,1662.0,1893.0
"","",211,グロサリー,13.0,39.0,97.0,166.0,351.0,427.0,570.0,778.0,893.0
"","",214,リカー,0.0,2.0,40.0,47.0,124.0,141.0,198.0,251.0,272.0
"","",221,デイリーフーズ,10.0,28.0,91.0,158.0,289.0,362.0,471.0,633.0,728.0
0000041840,木更津, ,木更津計,32.0,130.0,364.0,715.0,1085.0,1485.0,1991.0,2429.0,2826.0
"","",211,グロサリー,13.0,73.0,198.0,372.0,578.0,781.0,1027.0,1241.0,1421.0
"","",214,リカー,5.0,14.0,40.0,63.0,81.0,119.0,195.0,263.0,323.0
"","",221,デイリーフーズ,14.0,42.0,126.0,280.0,426.0,586.0,769.0,924.0,1082.0
0000006110,イオンタワー薬局, ,イオンタワー薬局計,6.0,7.0,8.0,9.0,10.0,12.0,12.0,13.0,14.0
"","",211,グロサリー,6.0,7.0,8.0,9.0,10.0,12.0,12.0,13.0,14.0
0000006350,つくば, ,つくば計,66.0,177.0,449.0,881.0,1278.0,1787.0,2218.0,2665.0,3173.0
"","",211,グロサリー,29.0,93.0,208.0,369.0,519.0,727.0,895.0,1110.0,1320.0
"","",214,リカー,2.0,13.0,30.0,52.0,73.0,113.0,143.0,170.0,224.0
"","",221,デイリーフーズ,36.0,71.0,211.0,460.0,685.0,947.0,1180.0,1385.0,1628.0
0000032740,レイクタウン, ,レイクタウン計,86.0,249.0,604.0,1195.0,1749.0,2289.0,2816.0,3583.0,4121.0
"","",211,グロサリー,39.0,130.0,312.0,594.0,878.0,1164.0,1439.0,1871.0,2156.0
"","",214,リカー,3.0,9.0,48.0,125.0,170.0,229.0,279.0,352.0,404.0
"","",221,デイリーフーズ,44.0,109.0,244.0,476.0,700.0,895.0,1099.0,1360.0,1561.0
0000039060,となみ, ,となみ計,20.0,98.0,310.0,549.0,793.0,1010.0,1242.0,1523.0,1752.0
"","",211,グロサリー,8.0,44.0,136.0,253.0,374.0,481.0,570.0,700.0,803.0
"","",214,リカー,3.0,15.0,49.0,76.0,93.0,130.0,161.0,198.0,226.0
"","",221,デイリーフーズ,9.0,39.0,125.0,221.0,326.0,398.0,511.0,625.0,723.0
0000050480,ドラッグきさらづ朝日, ,ドラッグきさらづ朝日計,0.0,1.0,1.0,2.0,5.0,7.0,8.0,9.0,10.0
"","",211,グロサリー,0.0,1.0,1.0,2.0,5.0,7.0,8.0,9.0,10.0
0000003240,板橋, ,板橋計,79.0,390.0,986.0,1841.0,2887.0,3702.0,4693.0,5585.0,6738.0
"","",211,グロサリー,40.0,205.0,487.0,899.0,1425.0,1826.0,2312.0,2746.0,3269.0
"","",214,リカー,4.0,32.0,85.0,171.0,260.0,327.0,441.0,514.0,685.0
"","",221,デイリーフーズ,36.0,154.0,415.0,771.0,1202.0,1549.0,1940.0,2325.0,2783.0
0000006050,新潟青山, ,新潟青山計,93.0,234.0,557.0,954.0,1311.0,1600.0,1949.0,2259.0,2628.0
"","",211,グロサリー,46.0,107.0,264.0,428.0,592.0,707.0,867.0,1006.0,1158.0
"","",214,リカー,10.0,31.0,70.0,105.0,126.0,158.0,203.0,248.0,297.0
"","",221,デイリーフーズ,37.0,96.0,224.0,421.0,593.0,735.0,880.0,1005.0,1174.0
0000030830,横浜新吉田, ,横浜新吉田計,237.0,356.0,617.0,881.0,1279.0,1530.0,1896.0,2318.0,2689.0
"","",211,グロサリー,115.0,169.0,295.0,430.0,631.0,764.0,952.0,1160.0,1334.0
"","",214,リカー,30.0,46.0,73.0,96.0,142.0,163.0,202.0,263.0,305.0
"","",221,デイリーフーズ,92.0,140.0,249.0,356.0,506.0,603.0,741.0,895.0,1051.0
0000050950,キッズとなみ, ,キッズとなみ計,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"","",211,グロサリー,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000006150,Ｂ昭島, ,Ｂ昭島計,121.0,300.0,700.0,1090.0,1537.0,1965.0,2394.0,2842.0,3380.0
"","",211,グロサリー,59.0,132.0,331.0,502.0,708.0,940.0,1156.0,1373.0,1610.0
"","",214,リカー,7.0,33.0,79.0,128.0,185.0,231.0,291.0,348.0,431.0
"","",221,デイリーフーズ,55.0,134.0,290.0,460.0,644.0,795.0,947.0,1121.0,1339.0
0000031120,大宮西, ,大宮西計,60.0,176.0,397.0,694.0,968.0,1419.0,1663.0,1909.0,2217.0
"","",211,グロサリー,31.0,87.0,186.0,329.0,447.0,663.0,781.0,894.0,1034.0
"","",214,リカー,2.0,19.0,50.0,82.0,110.0,161.0,185.0,209.0,250.0
"","",221,デイリーフーズ,27.0,70.0,162.0,282.0,411.0,595.0,697.0,806.0,932.0
0000060580,厚木, ,厚木計,30.0,134.0,361.0,652.0,1019.0,1328.0,1642.0,1955.0,2362.0
"","",211,グロサリー,17.0,75.0,191.0,331.0,498.0,640.0,816.0,959.0,1162.0
"","",214,リカー,1.0,13.0,23.0,42.0,87.0,115.0,133.0,162.0,201.0
"","",221,デイリーフーズ,12.0,47.0,147.0,279.0,434.0,572.0,693.0,833.0,999.0
0000006960,富津, ,富津計,29.0,115.0,272.0,577.0,858.0,1068.0,1267.0,1570.0,1791.0
"","",211,グロサリー,12.0,51.0,127.0,258.0,389.0,481.0,578.0,708.0,798.0
"","",214,リカー,5.0,23.0,36.0,69.0,106.0,135.0,161.0,210.0,234.0
"","",221,デイリーフーズ,12.0,41.0,109.0,250.0,363.0,452.0,528.0,652.0,759.0
0000024360,ラブラ万代, ,ラブラ万代計,0.0,0.0,161.0,380.0,592.0,787.0,982.0,1166.0,1393.0
"","",211,グロサリー,0.0,0.0,64.0,155.0,245.0,333.0,419.0,492.0,574.0
"","",214,リカー,0.0,0.0,40.0,74.0,115.0,130.0,153.0,178.0,216.0
"","",221,デイリーフーズ,0.0,0.0,57.0,151.0,232.0,323.0,410.0,496.0,603.0
0000027490,新小松, ,新小松計,37.0,167.0,428.0,854.0,1166.0,1462.0,1873.0,2301.0,2736.0
"","",211,グロサリー,18.0,80.0,204.0,400.0,556.0,694.0,891.0,1086.0,1294.0
"","",214,リカー,1.0,16.0,47.0,95.0,119.0,149.0,201.0,241.0,301.0
"","",221,デイリーフーズ,19.0,71.0,178.0,360.0,491.0,619.0,781.0,975.0,1141.0
0000050530,ドラッグふっつ, ,ドラッグふっつ計,0.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,7.0
"","",211,グロサリー,0.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,7.0
0000806850,東戸塚, ,東戸塚計,68.0,237.0,707.0,1295.0,2031.0,2536.0,3297.0,3805.0,4342.0
"","",211,グロサリー,31.0,102.0,312.0,580.0,898.0,1120.0,1456.0,1704.0,1941.0
"","",214,リカー,8.0,26.0,87.0,147.0,240.0,295.0,421.0,488.0,571.0
"","",221,デイリーフーズ,30.0,109.0,308.0,568.0,894.0,1121.0,1420.0,1612.0,1830.0
0000017350,下妻, ,下妻計,15.0,65.0,257.0,531.0,768.0,1080.0,1425.0,1770.0,2067.0
"","",211,グロサリー,6.0,30.0,138.0,304.0,425.0,575.0,753.0,915.0,1063.0
"","",214,リカー,4.0,9.0,35.0,59.0,101.0,141.0,167.0,214.0,254.0
"","",221,デイリーフーズ,5.0,26.0,84.0,169.0,242.0,364.0,505.0,642.0,750.0
0000017850,川口前川, ,川口前川計,42.0,199.0,536.0,1094.0,1687.0,2146.0,2830.0,3498.0,4207.0
"","",211,グロサリー,25.0,110.0,301.0,557.0,845.0,1100.0,1458.0,1788.0,2117.0
"","",214,リカー,0.0,19.0,45.0,124.0,180.0,224.0,317.0,375.0,469.0
"","",221,デイリーフーズ,16.0,69.0,190.0,413.0,662.0,822.0,1055.0,1336.0,1621.0
0000017890,船橋, ,船橋計,56.0,242.0,555.0,1144.0,1802.0,2296.0,2906.0,3487.0,4236.0
"","",211,グロサリー,30.0,128.0,297.0,564.0,877.0,1107.0,1381.0,1661.0,2002.0
"","",214,リカー,1.0,18.0,33.0,79.0,135.0,194.0,273.0,328.0,413.0
"","",221,デイリーフーズ,25.0,95.0,226.0,500.0,790.0,996.0,1253.0,1498.0,1822.0
0000047330,東戸塚キッズ, ,東戸塚キッズ計,0.0,1.0,1.0,2.0,2.0,7.0,10.0,14.0,15.0
"","",211,グロサリー,0.0,1.0,1.0,2.0,2.0,7.0,10.0,14.0,15.0
0000010030,成田, ,成田計,12.0,85.0,327.0,858.0,1314.0,1827.0,2308.0,2759.0,3234.0
"","",211,グロサリー,7.0,48.0,193.0,512.0,787.0,1082.0,1377.0,1625.0,1915.0
"","",214,リカー,1.0,14.0,29.0,82.0,121.0,155.0,196.0,240.0,284.0
"","",221,デイリーフーズ,5.0,23.0,105.0,264.0,406.0,590.0,735.0,894.0,1034.0
0000024540,甲府昭和, ,甲府昭和計,8.0,85.0,314.0,596.0,934.0,1241.0,1589.0,1985.0,2346.0
"","",211,グロサリー,3.0,35.0,139.0,274.0,440.0,586.0,747.0,924.0,1088.0
"","",214,リカー,1.0,17.0,53.0,86.0,127.0,161.0,206.0,286.0,333.0
"","",221,デイリーフーズ,4.0,33.0,122.0,236.0,366.0,495.0,636.0,775.0,925.0
0000031020,葛西, ,葛西計,124.0,326.0,640.0,1077.0,1683.0,2091.0,2596.0,3080.0,3661.0
"","",211,グロサリー,56.0,165.0,304.0,506.0,819.0,1035.0,1294.0,1527.0,1809.0
"","",214,リカー,15.0,26.0,61.0,98.0,172.0,201.0,256.0,304.0,351.0
"","",221,デイリーフーズ,54.0,136.0,275.0,473.0,692.0,854.0,1046.0,1249.0,1501.0
0000041230,狭山, ,狭山計,24.0,83.0,246.0,470.0,662.0,839.0,1054.0,1307.0,1498.0
"","",211,グロサリー,11.0,41.0,125.0,249.0,350.0,441.0,554.0,678.0,764.0
"","",214,リカー,4.0,15.0,33.0,49.0,64.0,87.0,109.0,132.0,147.0
"","",221,デイリーフーズ,9.0,27.0,88.0,172.0,247.0,311.0,391.0,496.0,587.0
0000006650,新発田, ,新発田計,45.0,160.0,354.0,693.0,948.0,1156.0,1404.0,1678.0,2028.0
"","",211,グロサリー,22.0,69.0,178.0,356.0,472.0,565.0,689.0,828.0,1018.0
"","",214,リカー,10.0,36.0,62.0,100.0,129.0,158.0,202.0,251.0,298.0
"","",221,デイリーフーズ,13.0,55.0,114.0,237.0,347.0,433.0,513.0,599.0,711.0
0000047460,ドラッグＢＢなりた, ,ドラッグＢＢなりた計,0.0,0.0,2.0,6.0,7.0,10.0,14.0,18.0,21.0
"","",211,グロサリー,0.0,0.0,1.0,4.0,5.0,7.0,11.0,14.0,17.0
"","",221,デイリーフーズ,0.0,0.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0
0000017790,土浦　　　　　　　, ,土浦　　　　　　　計,64.0,166.0,456.0,889.0,1304.0,1751.0,2245.0,2702.0,3186.0
"","",211,グロサリー,29.0,84.0,263.0,530.0,757.0,1016.0,1315.0,1599.0,1818.0
"","",214,リカー,3.0,15.0,28.0,61.0,95.0,125.0,158.0,188.0,271.0
"","",221,デイリーフーズ,32.0,68.0,166.0,299.0,453.0,610.0,772.0,915.0,1096.0
0000024520,羽生, ,羽生計,17.0,105.0,361.0,735.0,1048.0,1427.0,1824.0,2281.0,2796.0
"","",211,グロサリー,8.0,53.0,176.0,370.0,543.0,749.0,941.0,1172.0,1419.0
"","",214,リカー,1.0,9.0,48.0,91.0,114.0,161.0,203.0,251.0,309.0
"","",221,デイリーフーズ,8.0,43.0,136.0,274.0,392.0,517.0,681.0,858.0,1069.0
0000049830,上尾, ,上尾計,13.0,77.0,169.0,401.0,708.0,956.0,1232.0,1527.0,1807.0
"","",211,グロサリー,5.0,35.0,80.0,192.0,314.0,419.0,542.0,674.0,784.0
"","",214,リカー,0.0,14.0,20.0,27.0,64.0,84.0,95.0,119.0,137.0
"","",221,デイリーフーズ,7.0,28.0,69.0,182.0,330.0,453.0,595.0,734.0,886.0
0000060280,稲毛, ,稲毛計,88.0,289.0,675.0,1289.0,1725.0,2245.0,2709.0,3203.0,3789.0
"","",211,グロサリー,47.0,137.0,310.0,594.0,796.0,1055.0,1251.0,1459.0,1722.0
"","",214,リカー,4.0,30.0,60.0,109.0,157.0,202.0,251.0,302.0,364.0
"","",221,デイリーフーズ,36.0,122.0,305.0,586.0,772.0,988.0,1206.0,1442.0,1703.0
0000060200,板橋前野町, ,板橋前野町計,14.0,104.0,244.0,467.0,801.0,1052.0,1253.0,1588.0,1891.0
"","",211,グロサリー,4.0,52.0,117.0,227.0,380.0,484.0,576.0,736.0,885.0
"","",214,リカー,2.0,10.0,21.0,34.0,92.0,141.0,178.0,213.0,249.0
"","",221,デイリーフーズ,8.0,42.0,105.0,206.0,329.0,428.0,500.0,639.0,756.0
0000006980,鎌取, ,鎌取計,62.0,208.0,629.0,1143.0,1702.0,2114.0,2602.0,3180.0,3721.0
"","",211,グロサリー,31.0,103.0,305.0,544.0,815.0,1009.0,1226.0,1484.0,1729.0
"","",214,リカー,3.0,9.0,43.0,81.0,124.0,147.0,183.0,237.0,282.0
"","",221,デイリーフーズ,28.0,97.0,281.0,518.0,764.0,958.0,1194.0,1459.0,1710.0
0000017900,幕張新都心, ,幕張新都心計,30.0,117.0,280.0,619.0,1018.0,1380.0,1830.0,2360.0,2926.0
"","",211,グロサリー,14.0,61.0,138.0,289.0,494.0,661.0,878.0,1132.0,1418.0
"","",214,リカー,3.0,16.0,40.0,93.0,150.0,188.0,242.0,297.0,371.0
"","",221,デイリーフーズ,13.0,39.0,102.0,237.0,375.0,532.0,709.0,931.0,1138.0
0000031050,御嶽山駅前, ,御嶽山駅前計,55.0,142.0,299.0,534.0,914.0,1215.0,1427.0,1667.0,2006.0
"","",211,グロサリー,25.0,65.0,133.0,235.0,417.0,578.0,676.0,777.0,932.0
"","",214,リカー,9.0,21.0,35.0,63.0,127.0,169.0,191.0,229.0,290.0
"","",221,デイリーフーズ,21.0,56.0,131.0,236.0,370.0,468.0,559.0,661.0,785.0
0000041850,ユーカリが丘, ,ユーカリが丘計,37.0,151.0,458.0,888.0,1387.0,1728.0,2152.0,2637.0,3023.0
"","",211,グロサリー,14.0,62.0,210.0,393.0,624.0,793.0,969.0,1175.0,1340.0
"","",214,リカー,4.0,15.0,49.0,92.0,137.0,163.0,215.0,284.0,346.0
"","",221,デイリーフーズ,19.0,74.0,199.0,403.0,626.0,771.0,967.0,1178.0,1337.0
0000070890,キッズ幕張新都心, ,キッズ幕張新都心計,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"","",211,グロサリー,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000051100,キッズユーカリが丘, ,キッズユーカリが丘計,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"","",211,グロサリー,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000047260,碑文谷本館, ,碑文谷本館計,0.0,159.0,554.0,1018.0,1616.0,2026.0,2625.0,3183.0,3806.0
"","",211,グロサリー,0.0,78.0,254.0,482.0,754.0,941.0,1221.0,1458.0,1726.0
"","",214,リカー,0.0,20.0,60.0,110.0,215.0,253.0,333.0,414.0,522.0
"","",221,デイリーフーズ,0.0,61.0,240.0,426.0,648.0,832.0,1071.0,1311.0,1557.0
0000082900,幕張新都心フードスト, ,幕張新都心フードスト計,0.0,0.0,19.0,68.0,119.0,193.0,281.0,345.0,445.0
"","",211,グロサリー,0.0,0.0,8.0,33.0,62.0,94.0,134.0,167.0,209.0
"","",214,リカー,0.0,0.0,2.0,3.0,6.0,13.0,14.0,18.0,22.0
"","",221,デイリーフーズ,0.0,0.0,8.0,31.0,51.0,87.0,132.0,160.0,214.0
0000006850,マリンピア, ,マリンピア計,74.0,327.0,976.0,1766.0,2717.0,3506.0,4157.0,5016.0,5947.0
"","",211,グロサリー,36.0,156.0,456.0,801.0,1230.0,1616.0,1929.0,2301.0,2699.0
"","",214,リカー,5.0,18.0,83.0,148.0,260.0,320.0,370.0,475.0,586.0
"","",221,デイリーフーズ,32.0,153.0,437.0,817.0,1227.0,1570.0,1858.0,2240.0,2661.0
0000006580,柏, ,柏計,35.0,134.0,430.0,969.0,1429.0,1819.0,2243.0,2700.0,3381.0
"","",211,グロサリー,16.0,71.0,204.0,458.0,670.0,874.0,1072.0,1271.0,1594.0
"","",214,リカー,6.0,15.0,45.0,91.0,132.0,155.0,194.0,229.0,296.0
"","",221,デイリーフーズ,13.0,49.0,180.0,420.0,627.0,789.0,977.0,1199.0,1491.0
0000806930,南行徳, ,南行徳計,19.0,56.0,193.0,457.0,671.0,876.0,1132.0,1404.0,1686.0
"","",211,グロサリー,10.0,28.0,96.0,214.0,317.0,415.0,550.0,691.0,825.0
"","",214,リカー,2.0,2.0,16.0,32.0,50.0,79.0,97.0,125.0,154.0
"","",221,デイリーフーズ,7.0,25.0,81.0,211.0,304.0,381.0,485.0,588.0,707.0
0000804090,新浦安, ,新浦安計,111.0,291.0,756.0,1379.0,2114.0,2729.0,3504.0,4258.0,5209.0
"","",211,グロサリー,63.0,154.0,364.0,636.0,960.0,1221.0,1546.0,1892.0,2323.0
"","",214,リカー,7.0,26.0,84.0,162.0,254.0,349.0,460.0,540.0,660.0
"","",221,デイリーフーズ,41.0,111.0,309.0,581.0,900.0,1159.0,1498.0,1826.0,2225.0
0000047380,新浦安ＭＯＮＡ, ,新浦安ＭＯＮＡ計,0.0,23.0,92.0,159.0,234.0,292.0,356.0,429.0,514.0
"","",211,グロサリー,0.0,11.0,41.0,71.0,101.0,127.0,150.0,179.0,212.0
"","",214,リカー,0.0,1.0,3.0,3.0,6.0,12.0,17.0,21.0,26.0
"","",221,デイリーフーズ,0.0,12.0,48.0,85.0,127.0,153.0,188.0,230.0,277.0
 , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
